customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,age_group,balance_salary_ratio,high_product_flag,credit_card_label,active_member_label,churn_label
15641582,735,Germany,Male,43,10,"£123,180.01",2,1,1,"£196,673.28",0,31-45,0.63,0,Yes,Yes,Stayed
15638424,661,Germany,Female,35,5,"£150,725.53",2,0,1,"£113,656.85",0,31-45,1.33,0,No,Yes,Stayed
15755648,675,France,Female,21,8,"£98,373.26",1,1,0,"£18,203.00",0,18-30,5.4,0,Yes,No,Stayed
15703793,738,Germany,Male,58,2,"£133,745.44",4,1,0,"£28,373.86",1,46-60,4.71,1,Yes,No,Churned
15620344,813,France,Male,29,6,£0.00,1,1,0,"£33,953.87",0,18-30,0,0,Yes,No,Stayed
15812518,657,Spain,Female,37,0,"£163,607.18",1,0,1,"£44,203.55",0,31-45,3.7,0,No,Yes,Stayed
15779052,604,Germany,Female,25,5,"£157,780.84",2,1,1,"£58,426.81",0,18-30,2.7,0,Yes,Yes,Stayed
15770811,519,France,Male,36,9,£0.00,2,0,1,"£145,562.40",0,31-45,0,0,No,Yes,Stayed
15780961,735,France,Female,21,1,"£178,718.19",2,1,0,"£22,388.00",0,18-30,7.98,0,Yes,No,Stayed
15614049,664,France,Male,55,8,£0.00,2,1,1,"£139,161.64",0,46-60,0,0,Yes,Yes,Stayed
15662085,678,France,Female,32,9,£0.00,1,1,1,"£148,210.64",0,31-45,0,0,Yes,Yes,Stayed
15575185,757,Spain,Male,33,5,"£77,253.22",1,0,1,"£194,239.63",0,31-45,0.4,0,No,Yes,Stayed
15803136,416,Germany,Female,41,10,"£122,189.66",2,1,0,"£98,301.61",0,31-45,1.24,0,Yes,No,Stayed
15706021,665,France,Female,34,1,"£96,645.54",2,0,0,"£171,413.66",0,31-45,0.56,0,No,No,Stayed
15663706,777,France,Female,32,2,£0.00,1,1,0,"£136,458.19",1,31-45,0,0,Yes,No,Churned
15641732,543,France,Female,36,3,£0.00,2,0,0,"£26,019.59",0,31-45,0,0,No,No,Stayed
15701164,506,France,Female,34,4,"£90,307.62",1,1,1,"£159,235.29",0,31-45,0.57,0,Yes,Yes,Stayed
15738751,493,France,Female,46,4,£0.00,2,1,0,"£1,907.66",0,46-60,0,0,Yes,No,Stayed
15805254,652,Spain,Female,75,10,£0.00,2,1,1,"£114,675.75",0,60+,0,0,Yes,Yes,Stayed
15762418,750,Spain,Male,22,3,"£121,681.82",1,1,0,"£128,643.35",1,18-30,0.95,0,Yes,No,Churned
15625759,729,France,Male,30,9,£0.00,2,1,0,"£151,869.35",0,18-30,0,0,Yes,No,Stayed
15622897,646,France,Female,46,4,£0.00,3,1,0,"£93,251.42",1,46-60,0,1,Yes,No,Churned
15767954,635,Germany,Female,28,3,"£81,623.67",2,1,1,"£156,791.36",0,18-30,0.52,0,Yes,Yes,Stayed
15757535,647,Spain,Female,44,5,£0.00,3,1,1,"£174,205.22",1,31-45,0,1,Yes,Yes,Churned
15731511,808,France,Male,45,7,"£118,626.55",2,1,0,"£147,132.46",0,31-45,0.81,0,Yes,No,Stayed
15809248,524,France,Female,36,10,£0.00,2,1,0,"£109,614.57",0,31-45,0,0,Yes,No,Stayed
15640635,769,France,Male,29,8,£0.00,2,1,1,"£172,290.61",0,18-30,0,0,Yes,Yes,Stayed
15676966,730,Spain,Male,42,4,£0.00,2,0,1,"£85,982.47",0,31-45,0,0,No,Yes,Stayed
15699461,515,Spain,Male,35,10,"£176,273.95",1,0,1,"£121,277.78",0,31-45,1.45,0,No,Yes,Stayed
15738721,773,Spain,Male,41,9,"£102,827.44",1,0,1,"£64,595.25",0,31-45,1.59,0,No,Yes,Stayed
15693683,814,Germany,Male,29,8,"£97,086.40",2,1,1,"£197,276.13",0,18-30,0.49,0,Yes,Yes,Stayed
15604348,710,Spain,Male,22,8,£0.00,2,0,0,"£99,645.04",0,18-30,0,0,No,No,Stayed
15633059,413,France,Male,34,9,£0.00,2,0,0,"£6,534.18",0,31-45,0,0,No,No,Stayed
15808582,665,France,Female,40,6,£0.00,1,1,1,"£161,848.03",0,31-45,0,0,Yes,Yes,Stayed
15743192,623,France,Female,44,6,£0.00,2,0,0,"£167,162.43",0,31-45,0,0,No,No,Stayed
15580146,738,France,Male,31,9,"£82,674.15",1,1,0,"£41,970.72",0,31-45,1.97,0,Yes,No,Stayed
15776605,528,Spain,Male,36,7,£0.00,2,1,0,"£60,536.56",0,31-45,0,0,Yes,No,Stayed
15804919,670,Spain,Female,65,1,£0.00,1,1,1,"£177,655.68",1,60+,0,0,Yes,Yes,Churned
15613854,622,Spain,Female,46,4,"£107,073.27",2,1,1,"£30,984.59",1,46-60,3.46,0,Yes,Yes,Churned
15599195,582,Germany,Male,32,1,"£88,938.62",1,1,1,"£10,054.53",0,31-45,8.85,0,Yes,Yes,Stayed
15812878,785,Germany,Female,36,2,"£99,806.85",1,0,1,"£36,976.52",0,31-45,2.7,0,No,Yes,Stayed
15602312,605,Spain,Male,33,5,"£150,092.80",1,0,0,"£71,862.79",0,31-45,2.09,0,No,No,Stayed
15744689,479,Germany,Male,35,9,"£92,833.89",1,1,0,"£99,449.86",1,31-45,0.93,0,Yes,No,Churned
15803526,685,Germany,Male,30,3,"£90,536.81",1,0,1,"£63,082.88",0,18-30,1.44,0,No,Yes,Stayed
15665790,538,Germany,Male,39,7,"£108,055.10",2,1,0,"£27,231.26",0,31-45,3.97,0,Yes,No,Stayed
15715951,562,France,Male,42,2,"£100,238.35",1,0,0,"£86,797.41",0,31-45,1.15,0,No,No,Stayed
15591100,675,Spain,Male,36,9,"£106,190.55",1,0,1,"£22,994.32",0,31-45,4.62,0,No,Yes,Stayed
15609618,721,Germany,Male,28,9,"£154,475.54",2,0,1,"£101,300.94",1,18-30,1.52,0,No,Yes,Churned
15675522,628,Germany,Female,30,9,"£132,351.29",2,1,1,"£74,169.13",0,18-30,1.78,0,Yes,Yes,Stayed
15705512,668,Germany,Female,37,6,"£167,864.40",1,1,0,"£115,638.29",0,31-45,1.45,0,Yes,No,Stayed
15698028,506,France,Female,41,1,£0.00,2,1,0,"£31,766.30",0,31-45,0,0,Yes,No,Stayed
15661670,524,Germany,Female,31,8,"£107,818.63",1,1,0,"£199,725.39",1,31-45,0.54,0,Yes,No,Churned
15600781,699,Germany,Male,34,4,"£185,173.81",2,1,0,"£120,834.48",0,31-45,1.53,0,Yes,No,Stayed
15682472,828,France,Male,34,8,"£129,433.34",2,0,0,"£38,131.77",0,31-45,3.39,0,No,No,Stayed
15580203,674,Spain,Male,39,6,"£120,193.42",1,0,0,"£100,130.95",0,31-45,1.2,0,No,No,Stayed
15690673,656,France,Female,39,6,£0.00,2,1,0,"£141,069.88",0,31-45,0,0,Yes,No,Stayed
15760085,684,Germany,Female,48,10,"£126,384.42",1,1,1,"£198,129.36",0,46-60,0.64,0,Yes,Yes,Stayed
15779659,625,France,Female,28,3,£0.00,1,0,0,"£183,646.41",0,18-30,0,0,No,No,Stayed
15627360,432,France,Male,42,9,"£152,603.45",1,1,0,"£110,265.24",1,31-45,1.38,0,Yes,No,Churned
15671137,549,France,Female,52,1,£0.00,1,0,1,"£8,636.05",1,46-60,0,0,No,Yes,Churned
15782688,625,Germany,Male,56,0,"£148,507.24",1,1,0,"£46,824.08",1,46-60,3.17,0,Yes,No,Churned
15575492,828,France,Female,41,7,£0.00,2,1,0,"£171,378.77",0,31-45,0,0,Yes,No,Stayed
15591607,770,France,Male,24,9,"£101,827.07",1,1,0,"£167,256.35",0,18-30,0.61,0,Yes,No,Stayed
15740404,758,France,Female,34,3,£0.00,2,1,1,"£124,226.16",0,31-45,0,0,Yes,Yes,Stayed
15718369,795,Germany,Female,33,9,"£130,862.43",1,1,1,"£114,935.21",0,31-45,1.14,0,Yes,Yes,Stayed
15677871,687,France,Male,38,9,"£122,570.87",1,1,1,"£35,608.88",0,31-45,3.44,0,Yes,Yes,Stayed
15642004,686,France,Male,25,1,£0.00,2,0,1,"£16,459.37",0,18-30,0,0,No,Yes,Stayed
15712543,789,Germany,Male,39,7,"£124,828.46",2,1,1,"£124,411.08",0,31-45,1,0,Yes,Yes,Stayed
15584518,589,Germany,Female,50,5,"£144,895.05",2,1,1,"£34,941.23",0,46-60,4.15,0,Yes,Yes,Stayed
15802381,461,Germany,Female,34,5,"£63,663.93",1,0,1,"£167,784.28",0,31-45,0.38,0,No,Yes,Stayed
15610156,637,France,Male,40,2,"£133,463.10",1,0,1,"£93,165.34",0,31-45,1.43,0,No,Yes,Stayed
15594408,584,Spain,Female,48,2,"£213,146.20",1,1,0,"£75,161.25",1,46-60,2.84,0,Yes,No,Churned
15640905,579,Spain,Female,35,1,"£129,490.36",2,0,1,"£8,590.83",1,31-45,15.07,0,No,Yes,Churned
15698932,756,Germany,Male,44,10,"£137,452.09",1,1,0,"£189,543.90",0,31-45,0.73,0,Yes,No,Stayed
15724944,663,France,Male,34,7,£0.00,2,1,1,"£180,427.24",0,31-45,0,0,Yes,Yes,Stayed
15628145,682,France,Female,43,5,"£125,851.93",1,1,1,"£193,318.33",0,31-45,0.65,0,Yes,Yes,Stayed
15713483,793,Spain,Male,52,2,£0.00,1,1,0,"£159,123.82",1,46-60,0,0,Yes,No,Churned
15612350,691,France,Female,31,5,"£40,915.55",1,1,0,"£126,213.84",1,31-45,0.32,0,Yes,No,Churned
15800703,485,Spain,Female,21,5,"£113,157.22",1,1,1,"£54,141.50",0,18-30,2.09,0,Yes,Yes,Stayed
15705707,635,Spain,Female,29,8,"£138,296.94",2,1,0,"£141,075.51",0,18-30,0.98,0,Yes,No,Stayed
15754105,650,France,Male,37,5,"£106,967.18",1,0,0,"£24,495.03",0,31-45,4.37,0,No,No,Stayed
15703264,735,France,Male,44,9,"£120,681.63",1,1,0,"£74,836.34",0,31-45,1.61,0,Yes,No,Stayed
15794413,416,France,Male,32,0,£0.00,2,0,1,£878.87,0,31-45,0,0,No,Yes,Stayed
15650237,754,Spain,Female,32,7,£0.00,2,1,0,"£89,520.75",0,31-45,0,0,Yes,No,Stayed
15759618,535,France,Female,48,9,£0.00,1,1,0,"£149,892.79",1,46-60,0,0,Yes,No,Churned
15811589,716,Spain,Male,42,8,£0.00,2,1,0,"£180,800.42",0,31-45,0,0,Yes,No,Stayed
15689044,539,France,Male,37,2,"£127,609.59",1,1,0,"£98,646.22",0,31-45,1.29,0,Yes,No,Stayed
15709368,614,France,Female,43,6,£0.00,2,1,1,"£109,041.53",0,31-45,0,0,Yes,Yes,Stayed
15679145,706,Spain,Male,57,7,£0.00,1,1,0,"£17,941.16",1,46-60,0,0,Yes,No,Churned
15655007,758,France,Female,33,7,£0.00,2,0,0,"£82,996.47",0,31-45,0,0,No,No,Stayed
15623595,586,Spain,Female,28,2,£0.00,2,1,1,"£92,067.35",0,18-30,0,0,Yes,Yes,Stayed
15589975,646,France,Female,73,6,"£97,259.25",1,0,1,"£104,719.66",0,60+,0.93,0,No,Yes,Stayed
15804017,631,Germany,Female,33,4,"£123,246.70",1,0,0,"£112,687.57",0,31-45,1.09,0,No,No,Stayed
15692132,717,Spain,Female,22,6,"£101,060.25",1,0,1,"£84,699.56",0,18-30,1.19,0,No,Yes,Stayed
15641122,684,France,Male,30,2,£0.00,2,1,0,"£83,473.82",0,18-30,0,0,Yes,No,Stayed
15630910,800,France,Female,49,7,"£108,007.36",1,0,0,"£47,125.11",0,46-60,2.29,0,No,No,Stayed
15680772,721,Spain,Female,36,2,£0.00,2,1,1,"£106,977.80",0,31-45,0,0,Yes,Yes,Stayed
15658929,683,Spain,Male,29,0,"£133,702.89",1,1,0,"£55,582.54",1,18-30,2.41,0,Yes,No,Churned
15585388,660,Germany,Male,31,9,"£125,189.75",2,1,1,"£139,874.43",0,31-45,0.9,0,Yes,Yes,Stayed
15724623,704,Germany,Female,24,7,"£113,034.22",1,1,0,"£162,503.48",1,18-30,0.7,0,Yes,No,Churned
15588537,615,Spain,Female,41,9,"£109,013.23",1,1,0,"£196,499.96",0,31-45,0.55,0,Yes,No,Stayed
15574692,667,Spain,Female,39,2,£0.00,2,1,0,"£40,721.24",1,31-45,0,0,Yes,No,Churned
15611325,682,Germany,Male,24,9,"£57,929.81",2,0,0,"£53,134.30",0,18-30,1.09,0,No,No,Stayed
15587562,484,France,Female,29,4,"£130,114.39",1,1,0,"£164,017.89",0,18-30,0.79,0,Yes,No,Stayed
15613172,628,Germany,Male,27,5,"£95,826.49",2,1,0,"£155,996.96",0,18-30,0.61,0,Yes,No,Stayed
15651022,480,Germany,Male,44,10,"£129,608.57",1,1,0,"£5,472.70",1,31-45,23.68,0,Yes,No,Churned
15586310,578,France,Male,30,4,"£169,462.09",1,1,0,"£112,187.11",0,18-30,1.51,0,Yes,No,Stayed
15625524,512,France,Male,40,5,£0.00,2,1,1,"£146,457.83",0,31-45,0,0,Yes,Yes,Stayed
15755209,484,Spain,Female,35,7,"£133,868.21",1,1,1,"£27,286.10",0,31-45,4.91,0,Yes,Yes,Stayed
15645248,510,France,Female,30,0,£0.00,2,1,1,"£130,553.47",0,18-30,0,0,Yes,Yes,Stayed
15790355,606,Germany,Male,36,5,"£190,479.48",2,0,0,"£179,351.89",0,31-45,1.06,0,No,No,Stayed
15762615,597,Spain,Female,40,8,"£101,993.12",1,0,1,"£94,774.12",0,31-45,1.08,0,No,Yes,Stayed
15625426,754,Germany,Female,55,3,"£161,608.81",1,1,0,"£8,080.85",1,46-60,20,0,Yes,No,Churned
15716334,850,Spain,Female,45,2,"£122,311.21",1,1,1,"£19,482.50",0,31-45,6.28,0,Yes,Yes,Stayed
15789669,510,France,Male,65,2,£0.00,2,1,1,"£48,071.61",0,60+,0,0,Yes,Yes,Stayed
15621075,778,Germany,Female,45,1,"£162,150.42",2,1,0,"£174,531.27",0,31-45,0.93,0,Yes,No,Stayed
15810845,636,France,Male,42,2,£0.00,2,1,1,"£55,470.78",0,31-45,0,0,Yes,Yes,Stayed
15719377,804,France,Female,50,4,£0.00,1,1,1,"£8,546.87",1,46-60,0,0,Yes,Yes,Churned
15654506,514,France,Male,32,8,£0.00,2,1,0,"£95,857.18",0,31-45,0,0,Yes,No,Stayed
15771977,730,France,Female,39,1,"£99,010.67",1,1,0,"£194,945.80",0,31-45,0.51,0,Yes,No,Stayed
15708710,525,Spain,Female,37,0,£0.00,1,0,1,"£131,521.72",0,31-45,0,0,No,Yes,Stayed
15726676,616,Spain,Male,30,5,£0.00,2,0,1,"£196,108.51",0,18-30,0,0,No,Yes,Stayed
15587421,687,Germany,Female,34,7,"£111,388.18",2,1,0,"£148,564.76",0,31-45,0.75,0,Yes,No,Stayed
15726931,715,France,Female,41,8,"£56,214.85",2,0,0,"£92,982.61",1,31-45,0.6,0,No,No,Churned
15771086,512,France,Female,36,3,"£84,327.77",2,1,0,"£17,675.36",0,31-45,4.77,0,Yes,No,Stayed
15756850,479,France,Male,40,1,£0.00,2,0,0,"£114,996.43",0,31-45,0,0,No,No,Stayed
15702741,601,France,Male,32,8,"£93,012.89",1,1,0,"£86,957.42",0,31-45,1.07,0,Yes,No,Stayed
15679200,580,Spain,Male,29,9,"£61,710.44",2,1,0,"£128,077.80",0,18-30,0.48,0,Yes,No,Stayed
15594815,807,France,Male,35,3,"£174,790.15",1,1,1,£600.36,0,31-45,291.14,0,Yes,Yes,Stayed
15635905,616,Spain,Female,32,6,£0.00,2,1,1,"£43,001.46",0,31-45,0,0,Yes,Yes,Stayed
15777892,721,Germany,Male,37,3,"£107,720.64",1,1,1,"£158,591.12",0,31-45,0.68,0,Yes,Yes,Stayed
15656176,501,France,Male,57,10,£0.00,2,1,1,"£47,847.19",0,46-60,0,0,Yes,Yes,Stayed
15811127,521,France,Male,35,6,"£96,423.84",1,1,0,"£10,488.44",0,31-45,9.19,0,Yes,No,Stayed
15604482,850,Spain,Male,30,2,"£141,040.01",1,1,1,"£5,978.20",0,18-30,23.59,0,Yes,Yes,Stayed
15622911,759,France,Male,42,4,"£105,420.18",1,0,1,"£121,409.06",0,31-45,0.87,0,No,Yes,Stayed
15600974,516,Spain,Male,50,5,£0.00,1,0,1,"£146,145.93",1,46-60,0,0,No,Yes,Churned
15727868,711,France,Female,38,2,"£129,022.06",2,1,1,"£14,374.86",1,31-45,8.98,0,Yes,Yes,Churned
15627801,512,Spain,Male,33,3,"£176,666.62",1,1,0,"£94,670.77",0,31-45,1.87,0,Yes,No,Stayed
15773039,550,France,Male,37,3,£0.00,1,1,1,"£179,670.31",0,31-45,0,0,Yes,Yes,Stayed
15755262,608,Spain,Female,41,3,"£89,763.84",1,0,0,"£199,304.74",1,31-45,0.45,0,No,No,Churned
15679531,618,France,Male,34,5,"£134,954.53",1,1,1,"£151,954.39",0,31-45,0.89,0,Yes,Yes,Stayed
15684181,643,France,Male,45,5,£0.00,1,1,0,"£142,513.50",1,31-45,0,0,Yes,No,Churned
15612087,671,France,Male,45,2,"£106,376.85",1,0,1,"£158,264.62",0,31-45,0.67,0,No,Yes,Stayed
15752047,689,Germany,Male,33,2,"£161,814.64",2,1,0,"£169,381.90",0,31-45,0.96,0,Yes,No,Stayed
15624592,603,France,Male,31,8,£0.00,2,1,1,"£169,915.02",0,31-45,0,0,Yes,Yes,Stayed
15573152,620,France,Female,41,9,£0.00,2,0,0,"£88,852.47",0,31-45,0,0,No,No,Stayed
15594917,676,France,Female,34,1,"£63,095.01",1,1,1,"£40,645.81",0,31-45,1.55,0,Yes,Yes,Stayed
15785542,572,Germany,Male,26,4,"£118,287.01",2,0,0,"£60,427.30",0,18-30,1.96,0,No,No,Stayed
15723488,668,Germany,Male,47,7,"£106,854.21",1,0,1,"£157,959.02",1,46-60,0.68,0,No,Yes,Churned
15680920,695,France,Male,46,7,"£49,512.55",1,1,0,"£133,007.34",0,46-60,0.37,0,Yes,No,Stayed
15786308,730,Spain,Female,33,9,£0.00,2,0,0,"£176,576.62",0,31-45,0,0,No,No,Stayed
15659366,807,France,Male,43,1,"£105,799.32",2,1,0,"£34,888.04",1,31-45,3.03,0,Yes,No,Churned
15774854,592,France,Male,54,8,£0.00,1,1,1,"£28,737.71",1,46-60,0,0,Yes,Yes,Churned
15725311,726,France,Female,31,9,"£114,722.05",2,1,1,"£98,178.57",0,31-45,1.17,0,Yes,Yes,Stayed
15787155,514,Spain,Male,30,7,£0.00,1,0,1,"£125,010.24",0,18-30,0,0,No,Yes,Stayed
15727829,567,France,Male,42,2,£0.00,2,1,1,"£167,984.61",0,31-45,0,0,Yes,Yes,Stayed
15733247,850,France,Male,33,10,£0.00,1,1,0,"£4,861.72",1,31-45,0,0,Yes,No,Churned
15568748,671,Germany,Male,45,6,"£99,564.22",1,1,1,"£108,872.45",1,31-45,0.91,0,Yes,Yes,Churned
15699029,670,France,Male,37,4,"£170,557.91",2,1,0,"£198,252.88",0,31-45,0.86,0,Yes,No,Stayed
15774393,694,France,Female,30,9,£0.00,2,1,1,"£26,960.31",0,18-30,0,0,Yes,Yes,Stayed
15676895,547,Germany,Female,39,6,"£74,596.15",3,1,1,"£85,746.52",1,31-45,0.87,1,Yes,Yes,Churned
15637753,751,Germany,Male,50,2,"£96,888.39",1,1,0,"£77,206.25",1,46-60,1.25,0,Yes,No,Churned
15605461,594,Germany,Female,29,3,"£130,830.22",1,1,0,"£61,048.53",0,18-30,2.14,0,Yes,No,Stayed
15808473,673,France,Male,72,1,£0.00,2,0,1,"£111,981.19",0,60+,0,0,No,Yes,Stayed
15627000,610,France,Male,40,0,£0.00,2,1,0,"£62,232.60",0,31-45,0,0,Yes,No,Stayed
15787174,512,France,Female,37,1,£0.00,2,0,1,"£156,105.03",0,31-45,0,0,No,Yes,Stayed
